,text,book,line,string,me,num_proper_nouns,total_words,meter
714,iliad,2,831,υἷε δύω Μέροπος Περκωσίου ὅς περί πάντων,0.4496777505002984,2,7,DDSDDA
715,iliad,2,835,οἵ δ ἄρα Περκώτην καί Πράκτιον ἀμφενέμοντο,0.3767149852240195,2,7,DSSDDA
716,iliad,2,836,καί Σηστόν καί Ἄβυδον ἔχον καί δῖαν Ἀρίσβην,0.0324574495239394,3,8,SDDSDA
717,iliad,2,837,τῶν αὖθ Ὑρτακίδης ἦρχ Ἄσιος ὄρχαμος ἀνδρῶν,0.2734916032080432,2,7,SDSDDA
718,iliad,2,838,Ἄσιος Ὑρτακίδης ὅν Ἀρίσβηθεν φέρον ἵπποι,0.3005800581823992,3,6,DDDSDA
719,iliad,2,839,αἴθωνες μεγάλοι ποταμοῦ ἄπο Σελλήεντος,0.908807304505932,1,5,SDDDSA
720,iliad,2,840,Ἱππόθοος δ ἄγε φῦλα Πελασγῶν ἐγχεσιμώρων,0.1291490071794039,2,6,DDDSDA
721,iliad,2,841,τῶν οἵ Λάρισαν ἐριβώλακα ναιετάασκον,0.1252480851471701,1,5,SSDDDA
722,iliad,2,842,τῶν ἦρχ Ἱππόθοός τε Πύλαιός τ ὄζος Ἄρηος,0.0906034992139364,3,8,SDDSDA
723,iliad,2,843,υἷε δύω Λήθοιο Πελασγοῦ Τευταμίδαο,0.5855003045434968,3,5,DSDSDA
724,iliad,2,844,αὐτάρ Θρήϊκας ἦγ Ἀκάμας καί Πείροος ἥρως,0.0577587930115322,3,7,SDDSDA
725,iliad,2,845,ὅσσους Ἑλλήσποντος ἀγάρροος ἐντός ἐέργει,0.741486057924669,1,5,SSDDDA
726,iliad,2,846,Εὔφημος δ ἀρχός Κικόνων ἦν αἰχμητάων,0.0378200938683422,2,6,SSDSSA
727,iliad,2,847,υἱός Τροιζήνοιο διοτρεφέος Κεάδαο,0.238818815032166,2,4,SSDDDA
728,iliad,2,848,αὐτάρ Πυραίχμης ἄγε Παίονας ἀγκυλοτόξους,0.083470475570021,2,5,SSDDDA
729,iliad,2,849,τηλόθεν ἐξ Ἀμυδῶνος ἀπ Ἀξιοῦ εὐρύ ῥέοντος,0.3706220804657332,2,7,DDDDDA
730,iliad,2,850,Ἀξιοῦ οὗ κάλλιστον ὕδωρ ἐπικίδναται αἶαν,0.1132558558782306,1,6,DSDDDA
731,iliad,2,851,Παφλαγόνων δ ἡγεῖτο Πυλαιμένεος λάσιον κῆρ,0.12604937423393,2,6,DSDDDA
732,iliad,2,852,ἐξ Ἐνετῶν ὅθεν ἡμιόνων γένος ἀγροτεράων,0.119940796298879,1,6,DDDDDA
733,iliad,2,853,οἵ ῥα Κύτωρον ἔχον καί Σήσαμον ἀμφενέμοντο,0.0834629259313823,2,7,DDSDDA
734,iliad,2,854,ἀμφί τε Παρθένιον ποταμόν κλυτά δώματ ἔναιον,0.0649244764907266,1,7,DDDDDA
735,iliad,2,855,Κρῶμνάν τ Αἰγιαλόν τε καί ὑψηλούς Ἐρυθίνους,0.1290678639747884,3,7,SDDSDA
736,iliad,2,856,αὐτάρ Ἁλιζώνων Ὀδίος καί Ἐπίστροφος ἦρχον,0.0903861990546408,3,6,DSDDDA
737,iliad,2,857,τηλόθεν ἐξ Ἀλύβης ὅθεν ἀργύρου ἐστί γενέθλη,0.1202657880257376,1,7,DDDDDA
738,iliad,2,858,Μυσῶν δέ Χρόμις ἦρχε καί Ἔννομος οἰωνιστής,0.0332379723321761,3,7,SDDDSA
739,iliad,2,860,ἀλλ ἐδάμη ὑπό χερσί ποδώκεος Αἰακίδαο,0.4197581558521313,1,6,DDDDDA
740,iliad,2,861,ἐν ποταμῷ ὅθι περ Τρῶας κεράϊζε καί ἄλλους,0.0799218955333208,1,8,DDSDDA
741,iliad,2,862,Φόρκυς αὖ Φρύγας ἦγε καί Ἀσκάνιος θεοειδής,0.0474731146810239,3,7,SDDDDA
742,iliad,2,863,τῆλ ἐξ Ἀσκανίης μέμασαν δ ὑσμῖνι μάχεσθαι,0.0595413299334722,1,7,SDDSDA
743,iliad,2,864,Μῄοσιν αὖ Μέσθλης τε καί Ἄντιφος ἡγησάσθην,0.2788689191791408,3,7,DSDDSA
744,iliad,2,865,υἷε Ταλαιμένεος τώ Γυγαίη τέκε λίμνη,0.1318612738021715,2,6,DDSSDA
745,iliad,2,866,οἵ καί Μῄονας ἦγον ὑπό Τμώλῳ γεγαῶτας,0.0688737077708085,2,7,SDDSDA
746,iliad,2,867,Νάστης αὖ Καρῶν ἡγήσατο βαρβαροφώνων,0.1249845002687634,2,5,SSSDDA
747,iliad,2,868,οἵ Μίλητον ἔχον Φθιρῶν τ ὄρος ἀκριτόφυλλον,0.0567923548814917,2,7,SDSDDA
748,iliad,2,869,Μαιάνδρου τε ῥοάς Μυκάλης τ αἰπεινά κάρηνα,0.0954606357923523,2,7,SDDSDA
749,iliad,2,870,τῶν μέν ἄρ Ἀμφίμαχος καί Νάστης ἡγησάσθην,0.1860852435854404,2,7,DDSSSA
750,iliad,2,871,Νάστης Ἀμφίμαχός τε Νομίονος ἀγλαά τέκνα,0.1335090650781563,3,6,SDDDDA
751,iliad,2,874,ἀλλ ἐδάμη ὑπό χερσί ποδώκεος Αἰακίδαο,0.4197581558521313,1,6,DDDDDA
752,iliad,2,875,ἐν ποταμῷ χρυσόν δ Ἀχιλεύς ἐκόμισσε δαΐφρων,0.1163714796533108,1,7,DSDDDA
753,iliad,2,876,Σαρπηδών δ ἦρχεν Λυκίων καί Γλαῦκος ἀμύμων,0.0399845320145458,3,7,SSDSDA
754,iliad,2,877,τηλόθεν ἐκ Λυκίης Ξάνθου ἄπο δινήεντος,0.1047764062828968,2,6,DDSDSA
755,iliad,3,2,Τρῶες μέν κλαγγῇ τ ἐνοπῇ τ ἴσαν ὄρνιθες ὥς,0.018356279789639,1,9,SSDDSA
756,iliad,3,6,ἀνδράσι Πυγμαίοισι φόνον καί κῆρα φέρουσαι,0.2192899279597491,1,6,DSDSDA
757,iliad,3,8,οἵ δ ἄρ ἴσαν σιγῇ μένεα πνείοντες Ἀχαιοί,0.6334470522161185,1,8,DSDSDA
758,iliad,3,10,εὖτ ὄρεος κορυφῇσι Νότος κατέχευεν ὀμίχλην,0.1764672175397375,1,6,DDDDDA
759,iliad,3,16,Τρωσίν μέν προμάχιζεν Ἀλέξανδρος θεοειδής,0.1563706844057698,2,5,SDDSDA
760,iliad,3,19,πάλλων Ἀργείων προκαλίζετο πάντας ἀρίστους,0.1986542256367544,1,5,SSDDDA
761,iliad,3,21,τόν δ ὡς οὖν ἐνόησεν ἀρηΐφιλος Μενέλαος,1.902554842519788,1,7,SDDDDA
762,iliad,3,27,ὥς ἐχάρη Μενέλαος Ἀλέξανδρον θεοειδέα,0.0703970385906479,2,5,DDDSDA
763,iliad,3,30,τόν δ ὡς οὖν ἐνόησεν Ἀλέξανδρος θεοειδής,2.3940089114172878,1,7,SDDSDA
764,iliad,3,36,ὥς αὖτις καθ ὅμιλον ἔδυ Τρώων ἀγερώχων,0.0741436376120784,1,7,SDDSDA
765,iliad,3,37,δείσας Ἀτρέος υἱόν Ἀλέξανδρος θεοειδής,0.2575149278251866,2,5,SDDSDA
766,iliad,3,38,τόν δ Ἕκτωρ νείκεσσεν ἰδών αἰσχροῖς ἐπέεσσιν,0.4403646443156456,1,7,SSDSDA
767,iliad,3,39,Δύσπαρι εἶδος ἄριστε γυναιμανές ἠπεροπευτά,1.0557004688584806,1,5,DDDDDA
768,iliad,3,43,ἦ που καγχαλόωσι κάρη κομόωντες Ἀχαιοί,0.443484386105466,1,6,SDDDDA
769,iliad,3,52,οὐκ ἄν δή μείνειας ἀρηΐφιλον Μενέλαον,0.6659445947528052,1,6,SSDDDA
770,iliad,3,54,οὐκ ἄν τοι χραίσμῃ κίθαρις τά τε δῶρ Ἀφροδίτης,0.1272565515719948,1,9,SSDDDA
771,iliad,3,56,ἀλλά μάλα Τρῶες δειδήμονες ἦ τέ κεν ἤδη,0.0392332868058249,1,8,DSSDDA
772,iliad,3,58,τόν δ αὖτε προσέειπεν Ἀλέξανδρος θεοειδής,6.113220218011825,1,6,SDDSDA
773,iliad,3,59,Ἕκτορ ἐπεί με κατ αἶσαν ἐνείκεσας οὐδ ὑπέρ αἶσαν,0.1282089057025538,1,9,DDDDDA
774,iliad,3,64,μή μοι δῶρ ἐρατά πρόφερε χρυσέης Ἀφροδίτης,0.3595005388001188,1,7,SDDDDA
775,iliad,3,68,ἄλλους μέν κάθισον Τρῶας καί πάντας Ἀχαιούς,0.2889909438140737,2,7,SDSSDA
776,iliad,3,69,αὐτάρ ἔμ ἐν μέσσῳ καί ἀρηΐφιλον Μενέλαον,0.0843623450350514,1,7,DSDDDA
777,iliad,3,70,συμβάλετ ἀμφ Ἑλένῃ καί κτήμασι πᾶσι μάχεσθαι,0.0994844218355985,1,7,DDSDDA
778,iliad,3,74,ναίοιτε Τροίην ἐριβώλακα τοί δέ νεέσθων,0.1656587142654735,1,6,SSDDDA
779,iliad,3,75,Ἄργος ἐς ἱππόβοτον καί Ἀχαιΐδα καλλιγύναικα,0.1398678488602524,2,6,DDDDDA
780,iliad,3,76,ὥς ἔφαθ Ἕκτωρ δ αὖτ ἐχάρη μέγα μῦθον ἀκούσας,0.3729490469104722,1,9,DSDDDA
781,iliad,3,77,καί ῥ ἐς μέσσον ἰών Τρώων ἀνέεργε φάλαγγας,0.2965883048058048,1,8,SDSDDA
782,iliad,3,79,τῷ δ ἐπετοξάζοντο κάρη κομόωντες Ἀχαιοί,0.8305483937297351,1,6,DSDDDA
783,iliad,3,81,αὐτάρ ὅ μακρόν ἄϋσεν ἄναξ ἀνδρῶν Ἀγαμέμνων,0.5636466736098892,1,7,DDDSDA
784,iliad,3,82,ἴσχεσθ Ἀργεῖοι μή βάλλετε κοῦροι Ἀχαιῶν,0.2013841456521034,2,6,SSSDDA
785,iliad,3,83,στεῦται γάρ τι ἔπος ἐρέειν κορυθαίολος Ἕκτωρ,0.271919570316571,1,7,SDDDDA
786,iliad,3,85,ἐσσυμένως Ἕκτωρ δέ μετ ἀμφοτέροισιν ἔειπε,0.2345999049071643,1,6,DSDDDA
787,iliad,3,86,κέκλυτέ μευ Τρῶες καί ἐϋκνήμιδες Ἀχαιοί,1.1410599229810352,2,6,DSDSDA
788,iliad,3,87,μῦθον Ἀλεξάνδροιο τοῦ εἵνεκα νεῖκος ὄρωρεν,0.3720641760298561,1,6,DSDDDA
789,iliad,3,88,ἄλλους μέν κέλεται Τρῶας καί πάντας Ἀχαιούς,0.1392203011543167,2,7,SDSSDA
790,iliad,3,90,αὐτόν δ ἐν μέσσῳ καί ἀρηΐφιλον Μενέλαον,0.1643033373952826,1,7,SSDDDA
791,iliad,3,91,οἴους ἀμφ Ἑλένῃ καί κτήμασι πᾶσι μάχεσθαι,0.0994844218355985,1,7,SDSDDA
792,iliad,3,96,τοῖσι δέ καί μετέειπε βοήν ἀγαθός Μενέλαος,4.508700038826436,1,7,DDDDDA
793,iliad,3,99,Ἀργείους καί Τρῶας ἐπεί κακά πολλά πέπασθε,0.0845351339209084,2,7,SSDDDA
794,iliad,3,100,εἵνεκ ἐμῆς ἔριδος καί Ἀλεξάνδρου ἕνεκ ἀρχῆς,0.1075310564669214,1,7,DDDSDA
795,iliad,3,104,Γῇ τε καί Ἠελίῳ Διί δ ἡμεῖς οἴσομεν ἄλλον,0.0615456901446421,3,9,DDDSDA
796,iliad,3,105,ἄξετε δέ Πριάμοιο βίην ὄφρ ὅρκια τάμνῃ,0.0406690229281509,1,7,DDDSDA
797,iliad,3,107,μή τις ὑπερβασίῃ Διός ὅρκια δηλήσηται,0.1078014064474771,1,6,DDDDSA
798,iliad,3,111,ὥς ἔφαθ οἵ δ ἐχάρησαν Ἀχαιοί τε Τρῶές τε,0.6339709240508168,2,9,DDDSSA
799,iliad,3,116,Ἕκτωρ δέ προτί ἄστυ δύω κήρυκας ἔπεμπε,0.1719406408400405,1,7,SDDSDA
800,iliad,3,117,καρπαλίμως ἄρνάς τε φέρειν Πρίαμόν τε καλέσσαι,0.0506065090091387,1,7,DSDDDA
801,iliad,3,118,αὐτάρ ὅ Ταλθύβιον προΐει κρείων Ἀγαμέμνων,0.4824571580462823,2,6,DDDSDA
802,iliad,3,120,οἰσέμεναι ὅ δ ἄρ οὐκ ἀπίθησ Ἀγαμέμνονι δίῳ,0.3961923263415642,1,8,DDDDDA
803,iliad,3,121,Ἶρις δ αὖθ Ἑλένῃ λευκωλένῳ ἄγγελος ἦλθεν,0.1570728984946386,2,7,SDSDDA
804,iliad,3,122,εἰδομένη γαλόῳ Ἀντηνορίδαο δάμαρτι,0.5322200367060154,1,4,DDSDDA
805,iliad,3,123,τήν Ἀντηνορίδης εἶχε κρείων Ἑλικάων,0.1034099180418718,2,5,SDSSDA
806,iliad,3,124,Λαοδίκην Πριάμοιο θυγατρῶν εἶδος ἀρίστην,0.4014137202095766,2,5,DDDSDA
807,iliad,3,127,Τρώων θ ἱπποδάμων καί Ἀχαιῶν χαλκοχιτώνων,0.3874646786343122,2,6,SDDSDA
808,iliad,3,128,οὕς ἑθεν εἵνεκ ἔπασχον ὑπ Ἄρηος παλαμάων,0.0913946127485589,1,7,DDDSDA
809,iliad,3,129,ἀγχοῦ δ ἱσταμένη προσέφη πόδας ὠκέα Ἶρις,2.39533001965485,1,7,SDDDDA
810,iliad,3,131,Τρώων θ ἱπποδάμων καί Ἀχαιῶν χαλκοχιτώνων,0.3874646786343122,2,6,SDDSDA
811,iliad,3,132,οἵ πρίν ἐπ ἀλλήλοισι φέρον πολύδακρυν Ἄρηα,0.0814363078058041,1,7,DSDDDA
812,iliad,3,136,αὐτάρ Ἀλέξανδρος καί ἀρηΐφιλος Μενέλαος,0.0771733582489812,2,5,DSDDDA
813,iliad,3,144,Αἴθρη Πιτθῆος θυγάτηρ Κλυμένη τε βοῶπις,0.0822727201269449,3,6,SSDDDA
814,iliad,3,145,αἶψα δ ἔπειθ ἵκανον ὅθι Σκαιαί πύλαι ἦσαν,0.2311165071828525,1,8,DSDSDA
815,iliad,3,146,οἵ δ ἀμφί Πρίαμον καί Πάνθοον ἠδέ Θυμοίτην,0.0757329907219973,3,8,SDSDDA
816,iliad,3,147,Λάμπόν τε Κλυτίον θ Ἱκετάονά τ ὄζον Ἄρηος,0.1298726629189425,4,8,SDDDDA
817,iliad,3,148,Οὐκαλέγων τε καί Ἀντήνωρ πεπνυμένω ἄμφω,0.3042964108978648,2,6,DDSSDA
818,iliad,3,149,ἥατο δημογέροντες ἐπί Σκαιῇσι πύλῃσι,0.121383832133106,1,5,DDDSDA
819,iliad,3,153,τοῖοι ἄρα Τρώων ἡγήτορες ἧντ ἐπί πύργῳ,0.0505536075702052,1,7,DSSDDA
820,iliad,3,154,οἵ δ ὡς οὖν εἴδονθ Ἑλένην ἐπί πύργον ἰοῦσαν,0.4268747698367866,1,9,SSDDDA
821,iliad,3,156,οὐ νέμεσις Τρῶας καί ἐϋκνήμιδας Ἀχαιούς,0.2293488332535222,2,6,DSDSDA
822,iliad,3,161,ὥς ἄρ ἔφαν Πρίαμος δ Ἑλένην ἐκαλέσσατο φωνῇ,0.1133311348483631,2,8,DDDDDA
823,iliad,3,165,οἵ μοι ἐφώρμησαν πόλεμον πολύδακρυν Ἀχαιῶν,0.0591889879782888,1,6,DSDDDA
824,iliad,3,167,ὅς τις ὅδ ἐστίν Ἀχαιός ἀνήρ ἠΰς τε μέγας τε,0.1960445082963822,1,10,DDDSDA
825,iliad,3,171,τόν δ Ἑλένη μύθοισιν ἀμείβετο δῖα γυναικῶν,0.8386903064742015,1,7,DSDDDA
826,iliad,3,178,οὗτός γ Ἀτρεΐδης εὐρύ κρείων Ἀγαμέμνων,0.7709094804520191,2,6,SDSSDA
827,iliad,3,182,ὦ μάκαρ Ἀτρεΐδη μοιρηγενές ὀλβιόδαιμον,0.2802068218327441,1,5,DDSDDA
828,iliad,3,183,ἦ ῥά νύ τοι πολλοί δεδμήατο κοῦροι Ἀχαιῶν,0.3060769712866552,1,8,DSSDDA
829,iliad,3,184,ἤδη καί Φρυγίην εἰσήλυθον ἀμπελόεσσαν,0.0570995302231812,1,5,SDSDDA
830,iliad,3,185,ἔνθα ἴδον πλείστους Φρύγας ἀνέρας αἰολοπώλους,0.1083965169905304,1,6,DSDDDA
831,iliad,3,186,λαούς Ὀτρῆος καί Μυγδόνος ἀντιθέοιο,0.0735657882336091,2,5,SSSDDA
832,iliad,3,187,οἵ ῥα τότ ἐστρατόωντο παρ ὄχθας Σαγγαρίοιο,0.3041860513436798,1,7,DDDSDA
833,iliad,3,189,ἤματι τῷ ὅτε τ ἦλθον Ἀμαζόνες ἀντιάνειραι,0.428485376010145,1,7,DDDDDA
834,iliad,3,190,ἀλλ οὐδ οἵ τόσοι ἦσαν ὅσοι ἑλίκωπες Ἀχαιοί,0.1220448106214087,1,8,SDDDDA
835,iliad,3,191,δεύτερον αὖτ Ὀδυσῆα ἰδών ἐρέειν ὁ γεραιός,0.0995276258884217,1,7,DDDDDA
836,iliad,3,193,μείων μέν κεφαλῇ Ἀγαμέμνονος Ἀτρεΐδαο,0.0947230208347367,2,5,SDDDDA
837,iliad,3,199,τόν δ ἠμείβετ ἔπειθ Ἑλένη Διός ἐκγεγαυῖα,0.9085654078911652,2,7,NNNNNN
838,iliad,3,200,οὗτος δ αὖ Λαερτιάδης πολύμητις Ὀδυσσεύς,0.4386442076315248,2,6,SSDDDA
839,iliad,3,201,ὅς τράφη ἐν δήμῳ Ἰθάκης κραναῆς περ ἐούσης,0.1173611380229519,1,8,DSDDDA
840,iliad,3,203,τήν δ αὖτ Ἀντήνωρ πεπνυμένος ἀντίον ηὔδα,3.315055175117412,1,7,SSSDDA
841,iliad,3,205,ἤδη γάρ καί δεῦρό ποτ ἤλυθε δῖος Ὀδυσσεύς,0.2780304975557403,1,8,SSDDDA
842,iliad,3,206,σεῦ ἕνεκ ἀγγελίης σύν ἀρηϊφίλῳ Μενελάῳ,0.1157692072165766,1,6,DDDDDA
843,iliad,3,209,ἀλλ ὅτε δή Τρώεσσιν ἐν ἀγρομένοισιν ἔμιχθεν,0.4514844152330378,1,7,DSDDDA
844,iliad,3,210,στάντων μέν Μενέλαος ὑπείρεχεν εὐρέας ὤμους,0.1285694735807347,1,6,SDDDDA
845,iliad,3,211,ἄμφω δ ἑζομένω γεραρώτερος ἦεν Ὀδυσσεύς,0.0525370247469895,1,6,SDDDDA
846,iliad,3,213,ἤτοι μέν Μενέλαος ἐπιτροχάδην ἀγόρευε,0.1305991143529128,1,5,SDDDDA
847,iliad,3,216,ἀλλ ὅτε δή πολύμητις ἀναΐξειεν Ὀδυσσεύς,0.4673774236452514,1,6,DDDSDA
848,iliad,3,223,οὐκ ἄν ἔπειτ Ὀδυσῆΐ γ ἐρίσσειε βροτός ἄλλος,0.2794048008799389,1,8,DDDSDA
849,iliad,3,224,οὐ τότε γ ὧδ Ὀδυσῆος ἀγασσάμεθ εἶδος ἰδόντες,0.0553597595447821,1,8,DDDDDA
850,iliad,3,225,τό τρίτον αὖτ Αἴαντα ἰδών ἐρέειν ὅ γεραιός,0.0848170415068673,1,8,DSDDDA
851,iliad,3,226,τίς τάρ ὅδ ἄλλος Ἀχαιός ἀνήρ ἠΰς τε μέγας τε,0.1401970669018104,1,10,DDDSDA
852,iliad,3,227,ἔξοχος Ἀργείων κεφαλήν τε καί εὐρέας ὤμους,0.3437922487927765,1,7,DSDDDA
853,iliad,3,228,τόν δ Ἑλένη τανύπεπλος ἀμείβετο δῖα γυναικῶν,1.5390335377404372,1,7,DDDDDA
854,iliad,3,229,οὗτος δ Αἴας ἐστί πελώριος ἕρκος Ἀχαιῶν,0.047786018807856,2,7,SSDDDA
855,iliad,3,230,Ἰδομενεύς δ ἑτέρωθεν ἐνί Κρήτεσσι θεός ὥς,0.1107704323318896,2,7,DDDSSA
856,iliad,3,231,ἕστηκ ἀμφί δέ μιν Κρητῶν ἀγοί ἠγερέθονται,0.369785675965912,1,7,SDSDDA
857,iliad,3,232,πολλάκι μιν ξείνισσεν ἀρηΐφιλος Μενέλαος,0.1363946727466094,1,5,DSDDDA
858,iliad,3,233,οἴκῳ ἐν ἡμετέρῳ ὁπότε Κρήτηθεν ἵκοιτο,0.2682820641283212,1,6,DDDSDA
859,iliad,3,234,νῦν δ ἄλλους μέν πάντας ὁρῶ ἑλίκωπας Ἀχαιούς,0.2960591593584231,1,8,SSDDDA
860,iliad,3,237,Κάστορά θ ἱππόδαμον καί πύξ ἀγαθόν Πολυδεύκεα,0.1349959497487213,2,7,DDSDDA
861,iliad,3,239,ἤ οὐχ ἑσπέσθην Λακεδαίμονος ἐξ ἐρατεινῆς,0.1106505602609478,1,6,SSDDDA
862,iliad,3,244,ἐν Λακεδαίμονι αὖθι φίλῃ ἐν πατρίδι γαίῃ,0.1193443086598688,1,7,DDDSDA
863,iliad,3,248,κῆρυξ Ἰδαῖος ἠδέ χρύσεια κύπελλα,0.1110684856816626,1,5,SSSSDA
864,iliad,3,250,ὄρσεο Λαομεδοντιάδη καλέουσιν ἄριστοι,0.2909059981285136,1,4,DDDDDA
865,iliad,3,251,Τρώων θ ἱπποδάμων καί Ἀχαιῶν χαλκοχιτώνων,0.3874646786343122,2,6,SDDSDA
866,iliad,3,253,αὐτάρ Ἀλέξανδρος καί ἀρηΐφιλος Μενέλαος,0.0771733582489812,2,5,DSDDDA
867,iliad,3,257,ναίοιμεν Τροίην ἐριβώλακα τοί δέ νέονται,0.1545650457452558,1,6,SSDDDA
868,iliad,3,258,Ἄργος ἐς ἱππόβοτον καί Ἀχαιΐδα καλλιγύναικα,0.1398678488602524,2,6,DDDDDA
869,iliad,3,261,ἄν δ ἄρ ἔβη Πρίαμος κατά δ ἡνία τεῖνεν ὀπίσσω,0.1523933475010205,1,10,DDDDDA
870,iliad,3,262,πάρ δέ οἱ Ἀντήνωρ περικαλλέα βήσετο δίφρον,0.856512234193712,1,7,DSDDDA
871,iliad,3,263,τώ δέ διά Σκαιῶν πεδίον δ ἔχον ὠκέας ἵππους,0.2564721695736973,1,9,DSDDDA
872,iliad,3,264,ἀλλ ὅτε δή ῥ ἵκοντο μετά Τρῶας καί Ἀχαιούς,0.8945404027849934,2,9,DSDSDA
873,iliad,3,266,ἐς μέσσον Τρώων καί Ἀχαιῶν ἐστιχόωντο,0.2552754835800658,2,6,SSDSDA
874,iliad,3,267,ὄρνυτο δ αὐτίκ ἔπειτα ἄναξ ἀνδρῶν Ἀγαμέμνων,0.9275539658265988,1,7,DDDSDA
875,iliad,3,268,ἄν δ Ὀδυσεύς πολύμητις ἀτάρ κήρυκες ἀγαυοί,0.1163412875637801,1,7,DDDSDA
876,iliad,3,271,Ἀτρεΐδης δέ ἐρυσσάμενος χείρεσσι μάχαιραν,0.2376121652393912,1,5,DDDSDA
877,iliad,3,274,κήρυκες Τρώων καί Ἀχαιῶν νεῖμαν ἀρίστοις,0.1752129933383703,2,6,SSDSDA
878,iliad,3,275,τοῖσιν δ Ἀτρεΐδης μεγάλ εὔχετο χεῖρας ἀνασχών,0.2298930127748302,1,7,SDDDDA
879,iliad,3,276,Ζεῦ πάτερ Ἴδηθεν μεδέων κύδιστε μέγιστε,2.970099606640743,2,6,DSDSDA
880,iliad,3,277,Ἠέλιός θ ὅς πάντ ἐφορᾷς καί πάντ ἐπακούεις,0.0706070618134163,1,8,DSDSDA
881,iliad,3,281,εἰ μέν κεν Μενέλαον Ἀλέξανδρος καταπέφνῃ,0.1371429352918122,2,6,SDDSDA
882,iliad,3,282,αὐτός ἔπειθ Ἑλένην ἐχέτω καί κτήματα πάντα,0.059779702948712,1,7,DDDSDA
883,iliad,3,284,εἰ δέ κ Ἀλέξανδρον κτείνῃ ξανθός Μενέλαος,0.5984810961439747,2,7,DSSSDA
884,iliad,3,285,Τρῶας ἔπειθ Ἑλένην καί κτήματα πάντ ἀποδοῦναι,0.0914697050324145,2,7,DDSDDA
885,iliad,3,286,τιμήν δ Ἀργείοις ἀποτινέμεν ἥν τιν ἔοικεν,0.0831772776665196,1,7,SSDDDA
886,iliad,3,288,εἰ δ ἄν ἐμοί τιμήν Πρίαμος Πριάμοιό τε παῖδες,0.1929959289474573,2,9,DSDDDA
887,iliad,3,289,τίνειν οὐκ ἐθέλωσιν Ἀλεξάνδροιο πεσόντος,0.0839602167447737,1,5,SDDSDA
888,iliad,3,297,ὧδε δέ τις εἴπεσκεν Ἀχαιῶν τε Τρώων τε,0.29353380461256,2,8,DSDSSA
889,iliad,3,298,Ζεῦ κύδιστε μέγιστε καί ἀθάνατοι θεοί ἄλλοι,0.3826389691143242,1,7,SDDDDA
890,iliad,3,302,ὥς ἔφαν οὐδ ἄρα πώ σφιν ἐπεκραίαινε Κρονίων,0.1431376804800963,1,8,DDDSDA
891,iliad,3,303,τοῖσι δέ Δαρδανίδης Πρίαμος μετά μῦθον ἔειπε,0.3952621235306784,2,7,DDDDDA
892,iliad,3,304,κέκλυτέ μευ Τρῶες καί ἐϋκνήμιδες Ἀχαιοί,1.1410599229810352,2,6,DSDSDA
893,iliad,3,305,ἤτοι ἐγών εἶμι προτί Ἴλιον ἠνεμόεσσαν,0.2415298449201537,1,6,DSDDDA
894,iliad,3,307,μαρνάμενον φίλον υἱόν ἀρηϊφίλῳ Μενελάῳ,0.3609400251791367,1,5,DDDDDA
895,iliad,3,308,Ζεύς μέν που τό γε οἶδε καί ἀθάνατοι θεοί ἄλλοι,0.1157034271857416,1,10,SDDDDA
896,iliad,3,312,πάρ δέ οἱ Ἀντήνωρ περικαλλέα βήσετο δίφρον,0.856512234193712,1,7,DSDDDA
897,iliad,3,313,τώ μέν ἄρ ἄψορροι προτί Ἴλιον ἀπονέοντο,0.6977264648961463,1,7,DSDDDA
898,iliad,3,314,Ἕκτωρ δέ Πριάμοιο πάϊς καί δῖος Ὀδυσσεύς,0.4263321225103734,3,7,SDDSDA
899,iliad,3,319,ὧδε δέ τις εἴπεσκεν Ἀχαιῶν τε Τρώων τε,0.29353380461256,2,8,DSDSSA
900,iliad,3,320,Ζεῦ πάτερ Ἴδηθεν μεδέων κύδιστε μέγιστε,2.970099606640743,2,6,DSDSDA
901,iliad,3,322,τόν δός ἀποφθίμενον δῦναι δόμον Ἄϊδος εἴσω,0.3602591302873559,1,7,DDSDDA
902,iliad,3,324,ὥς ἄρ ἔφαν πάλλεν δέ μέγας κορυθαίολος Ἕκτωρ,0.5577887079913774,1,8,DSDDDA
903,iliad,3,325,ἄψ ὁρόων Πάριος δέ θοῶς ἐκ κλῆρος ὄρουσεν,0.0283513184122704,1,8,DDDSDA
904,iliad,3,329,δῖος Ἀλέξανδρος Ἑλένης πόσις ἠϋκόμοιο,0.744401617896002,2,5,DSDDDA
905,iliad,3,333,οἷο κασιγνήτοιο Λυκάονος ἥρμοσε δ αὐτῷ,0.0824930860492861,1,6,DSDDDA
906,iliad,3,339,ὥς δ αὔτως Μενέλαος ἀρήϊος ἔντε ἔδυνεν,0.148451817786117,1,7,SDDDDA
907,iliad,3,341,ἐς μέσσον Τρώων καί Ἀχαιῶν ἐστιχόωντο,0.2552754835800658,2,6,SSDSDA
908,iliad,3,343,Τρῶάς θ ἱπποδάμους καί ἐϋκνήμιδας Ἀχαιούς,0.1726497439051421,2,6,SDDSDA
909,iliad,3,346,πρόσθε δ Ἀλέξανδρος προΐει δολιχόσκιον ἔγχος,0.120827967818487,1,6,DSDDDA
910,iliad,3,347,καί βάλεν Ἀτρεΐδαο κατ ἀσπίδα πάντοσε ἴσην,0.2319871614567256,1,7,DDDDDA
911,iliad,3,350,Ἀτρεΐδης Μενέλαος ἐπευξάμενος Διί πατρί,1.0313213627804645,3,5,DDDDDA
