,text,book,line,string,meter,me
9268,iliad,15,331,τόν δέ Μενεσθῆος μεγαθύμου πιστόν ἑταῖρον,DSDSDA,0.3661888515229576
9269,iliad,15,332,Αἰνείας δέ Μέδοντα καί Ἴασον ἐξενάριξεν,SDDDDA,0.02297620351908623
9270,iliad,15,333,ἤτοι ὅ μέν νόθος υἱός Ὀϊλῆος θείοιο,DDDSSA,0.41160101389921555
9271,iliad,15,334,ἔσκε Μέδων Αἴαντος ἀδελφεός αὐτάρ ἔναιεν,DSDDDA,0.15094373660066987
9272,iliad,15,335,ἐν Φυλάκῃ γαίης ἄπο πατρίδος ἄνδρα κατακτάς,DSDDDA,0.25186829158789437
9273,iliad,15,336,γνωτόν μητρυιῆς Ἐριώπιδος ἥν ἔχ Ὀϊλεύς,SSDDDA,0.6543689437868194
9274,iliad,15,337,Ἴασος αὖτ ἀρχός μέν Ἀθηναίων ἐτέτυκτο,DSDSDA,0.04130328725872592
9275,iliad,15,338,υἱός δέ Σφήλοιο καλέσκετο Βουκολίδαο,SSDDDA,0.09630375202578
9276,iliad,15,339,Μηκιστῆ δ ἕλε Πουλυδάμας Ἐχίον δέ Πολίτης,SDDDDA,0.0496886479985183
9277,iliad,15,340,πρώτῃ ἐν ὑσμίνῃ Κλονίον δ ἕλε δῖος Ἀγήνωρ,DSDDDA,0.08397172120176127
9278,iliad,15,341,Δηΐοχον δέ Πάρις βάλε νείατον ὦμον ὄπισθε,DDDDDA,0.0529508075595147
9279,iliad,15,342,φεύγοντ ἐν προμάχοισι διά πρό δέ χαλκόν ἔλασσεν,SDDDDA,0.1254830182881752
9280,iliad,15,343,ὄφρ οἵ τούς ἐνάριζον ἀπ ἔντεα τόφρα δ Ἀχαιοί,SDDDDA,0.07622808824767299
9281,iliad,15,344,τάφρῳ καί σκολόπεσσιν ἐνιπλήξαντες ὀρυκτῇ,SDDSDA,0.07375564205865309
9282,iliad,15,345,ἔνθα καί ἔνθα φέβοντο δύοντο δέ τεῖχος ἀνάγκῃ,DDDDDA,0.13700111896605754
9283,iliad,15,346,Ἕκτωρ δέ Τρώεσσιν ἐκέκλετο μακρόν ἀΰσας,SSDDDA,0.7591344226972904
9284,iliad,15,347,νηυσίν ἐπισσεύεσθαι ἐᾶν δ ἔναρα βροτόεντα,DSDDDA,0.16531982575508006
9285,iliad,15,348,ὅν δ ἄν ἐγών ἀπάνευθε νεῶν ἑτέρωθι νοήσω,DDDDDA,0.14605911532432467
9286,iliad,15,349,αὐτοῦ οἱ θάνατον μητίσομαι οὐδέ νυ τόν γε,SDSDDA,0.07948106723593637
9287,iliad,15,350,γνωτοί τε γνωταί τε πυρός λελάχωσι θανόντα,SSDDDA,0.058341441622155286
9288,iliad,15,351,ἀλλά κύνες ἐρύουσι πρό ἄστεος ἡμετέροιο,DDDDDA,0.10976647709999966
9289,iliad,15,352,ὥς εἰπών μάστιγι κατωμαδόν ἤλασεν ἵππους,SSDDDA,0.47702973969015494
9290,iliad,15,353,κεκλόμενος Τρώεσσι κατά στίχας οἵ δέ σύν αὐτῷ,DSDDDA,0.06198876804851996
9291,iliad,15,354,πάντες ὁμοκλήσαντες ἔχον ἐρυσάρματας ἵππους,DSDDDA,0.09742061911744726
9292,iliad,15,355,ἠχῇ θεσπεσίῃ προπάροιθε δέ Φοῖβος Ἀπόλλων,SDDDDA,0.16691033296519614
9293,iliad,15,356,ῥεῖ ὄχθας καπέτοιο βαθείης ποσσίν ἐρείπων,SDDSDA,0.20639526112688328
9294,iliad,15,357,ἐς μέσσον κατέβαλλε γεφύρωσεν δέ κέλευθον,SDDSDA,0.12871263849000386
9295,iliad,15,358,μακρήν ἠδ εὐρεῖαν ὅσον τ ἐπί δουρός ἐρωή,SSDDDA,0.11819918734468077
9296,iliad,15,359,γίγνεται ὁππότ ἀνήρ σθένεος πειρώμενος ᾗσι,DDDSDA,0.11419108763853048
9297,iliad,15,360,τῇ ῥ οἵ γε προχέοντο φαλαγγηδόν πρό δ Ἀπόλλων,SDDSDA,0.10826127463811758
9298,iliad,15,361,αἰγίδ ἔχων ἐρίτιμον ἔρειπε δέ τεῖχος Ἀχαιῶν,DDDDDA,0.12229950921436306
9299,iliad,15,362,ῥεῖα μάλ ὡς ὅτε τις ψάμαθον πάϊς ἄγχι θαλάσσης,DDDDDA,0.1498048226073257
9300,iliad,15,363,ὅς τ ἐπεί οὖν ποιήσῃ ἀθύρματα νηπιέῃσιν,DSDDDA,0.4801268698330986
9301,iliad,15,364,ἄψ αὖτις συνέχευε ποσίν καί χερσίν ἀθύρων,SDDSDA,0.025700215962427025
9302,iliad,15,365,ὥς ῥα σύ ἤϊε Φοῖβε πολύν κάματον καί ὀϊζύν,DDDDDA,0.042025219315329355
9303,iliad,15,366,σύγχεας Ἀργείων αὐτοῖσι δέ φύζαν ἐνῶρσας,DSSDDA,0.041477532717797735
9304,iliad,15,367,ὥς οἵ μέν παρά νηυσίν ἐρητύοντο μένοντες,SDDSDA,0.8443782220784057
9305,iliad,15,368,ἀλλήλοισί τε κεκλόμενοι καί πᾶσι θεοῖσι,SDDSDA,0.08250384727767382
9306,iliad,15,369,χεῖρας ἀνίσχοντες μεγάλ εὐχετόωντο ἕκαστος,DSDDDA,0.3434230776813194
9307,iliad,15,370,Νέστωρ αὖτε μάλιστα Γερήνιος οὖρος Ἀχαιῶν,SDDDDA,0.1615425898248466
9308,iliad,15,371,εὔχετο χεῖρ ὀρέγων εἰς οὐρανόν ἀστερόεντα,DDSDDA,0.5785764330181166
9309,iliad,15,372,Ζεῦ πάτερ εἴ ποτέ τίς τοι ἐν Ἄργεΐ περ πολυπύρῳ,DDDDDA,0.15274733047128788
9310,iliad,15,373,ἤ βοός ἤ οἰός κατά πίονα μηρία καίων,DSDDDA,0.06686197404587682
9311,iliad,15,374,εὔχετο νοστῆσαι σύ δ ὑπέσχεο καί κατένευσας,DSDDDA,0.07825843834120465
9312,iliad,15,375,τῶν μνῆσαι καί ἄμυνον Ὀλύμπιε νηλεές ἦμαρ,SDDDDA,0.14593235727590123
9313,iliad,15,376,μηδ οὕτω Τρώεσσιν ἔα δάμνασθαι Ἀχαιούς,SSDSDA,0.22218621638642763
9314,iliad,15,377,ὥς ἔφατ εὐχόμενος μέγα δ ἔκτυπε μητίετα Ζεύς,DDDDDA,0.38351790046763073
9315,iliad,15,378,ἀράων ἀΐων Νηληϊάδαο γέροντος,SDSDDA,0.53636255586347
9316,iliad,15,379,Τρῶες δ ὡς ἐπύθοντο Διός κτύπον αἰγιόχοιο,SDDDDA,0.10892143185882516
9317,iliad,15,380,μᾶλλον ἐπ Ἀργείοισι θόρον μνήσαντο δέ χάρμης,DSDSDA,0.1633881815114552
9318,iliad,15,381,οἵ δ ὥς τε μέγα κῦμα θαλάσσης εὐρυπόροιο,SDDSDA,0.8192344937449655
9319,iliad,15,382,νηός ὑπέρ τοίχων καταβήσεται ὁππότ ἐπείγῃ,DSDDDA,0.16462712734952012
9320,iliad,15,383,ἴς ἀνέμου ἥ γάρ τε μάλιστά γε κύματ ὀφέλλει,DSDDDA,0.08226801994462363
9321,iliad,15,384,ὥς Τρῶες μεγάλῃ ἰαχῇ κατά τεῖχος ἔβαινον,SDDDDA,0.05236421971530793
9322,iliad,15,385,ἵππους δ εἰσελάσαντες ἐπί πρύμνῃσι μάχοντο,SDDSDA,0.06337942195219216
9323,iliad,15,386,ἔγχεσιν ἀμφιγύοις αὐτοσχεδόν οἵ μέν ἀφ ἵππων,DDSDDA,0.368374536942199
9324,iliad,15,387,οἵ δ ἀπό νηῶν ὕψι μελαινάων ἐπιβάντες,DSDSDA,0.50978759964637
9325,iliad,15,388,μακροῖσι ξυστοῖσι τά ῥά σφ ἐπί νηυσίν ἔκειτο,SSDDDA,0.06705076815913517
9326,iliad,15,389,ναύμαχα κολλήεντα κατά στόμα εἱμένα χαλκῷ,DSDDDA,0.16702229246684344
9327,iliad,15,390,Πάτροκλος δ εἷος μέν Ἀχαιοί τε Τρῶές τε,SSDSSA,0.06867895229147353
9328,iliad,15,391,τείχεος ἀμφεμάχοντο θοάων ἔκτοθι νηῶν,DDDSDA,0.2136852671598129
9329,iliad,15,392,τόφρ ὅ γ ἐνί κλισίῃ ἀγαπήνορος Εὐρυπύλοιο,DDDDDA,0.22270305929885978
9330,iliad,15,393,ἧστό τε καί τόν ἔτερπε λόγοις ἐπί δ ἕλκεϊ λυγρῷ,DDDDDA,0.17874676841110856
9331,iliad,15,394,φάρμακ ἀκέσματ ἔπασσε μελαινάων ὀδυνάων,DDDSDA,0.45498833724119964
9332,iliad,15,395,αὐτάρ ἐπεί δή τεῖχος ἐπεσσυμένους ἐνόησε,DSDDDA,0.7360861593386062
9333,iliad,15,396,Τρῶας ἀτάρ Δαναῶν γένετο ἰαχή τε φόβος τε,DDDDDA,0.1189575833786027
9334,iliad,15,397,ᾤμωξέν τ ἄρ ἔπειτα καί ὥ πεπλήγετο μηρώ,SDDSDA,0.5023600612908964
9335,iliad,15,398,χερσί καταπρηνέσσ ὀλοφυρόμενος δ ἔπος ηὔδα,DSDDDA,0.22898130849337348
9336,iliad,15,399,Εὐρύπυλ οὐκ ἔτι τοι δύναμαι χατέοντί περ ἔμπης,DDDDDA,0.037741896517475136
9337,iliad,15,400,ἐνθάδε παρμενέμεν δή γάρ μέγα νεῖκος ὄρωρεν,DDSDDA,0.2189280172949314
9338,iliad,15,401,ἀλλά σέ μέν θεράπων ποτιτερπέτω αὐτάρ ἔγωγε,DDDDDA,0.059292759549244886
9339,iliad,15,402,σπεύσομαι εἰς Ἀχιλῆα ἵν ὀτρύνω πολεμίζειν,DDSDDA,0.06486072797999452
9340,iliad,15,403,τίς δ οἶδ εἴ κέν οἱ σύν δαίμονι θυμόν ὀρίνω,SSSDDA,0.112292474061632
9341,iliad,15,404,παρειπών ἀγαθή δέ παραίφασίς ἐστιν ἑταίρου,SDDDDA,0.13546782527656137
9342,iliad,15,405,τόν μέν ἄρ ὥς εἰπόντα πόδες φέρον αὐτάρ Ἀχαιοί,DSDDDA,0.42590447472829596
9343,iliad,15,406,Τρῶας ἐπερχομένους μένον ἔμπεδον οὐδ ἐδύναντο,DDDDDA,0.18762800764016868
9344,iliad,15,407,παυροτέρους περ ἐόντας ἀπώσασθαι παρά νηῶν,DDDSDA,0.07006153896653376
9345,iliad,15,408,οὐδέ ποτε Τρῶες Δαναῶν ἐδύναντο φάλαγγας,DSDDDA,0.06506682867839768
9346,iliad,15,409,ῥηξάμενοι κλισίῃσι μιγήμεναι ἠδέ νέεσσιν,DDDDDA,0.06603461971883462
9347,iliad,15,410,ἀλλ ὥς τε στάθμη δόρυ νήϊον ἐξιθύνει,SSDDSA,0.1424238850693846
9348,iliad,15,411,τέκτονος ἐν παλάμῃσι δαήμονος ὅς ῥά τε πάσης,DDDDDA,0.12994189392181374
9349,iliad,15,412,εὖ εἰδῇ σοφίης ὑποθημοσύνῃσιν Ἀθήνης,SDDDDA,0.34817414191217205
9350,iliad,15,413,ὥς μέν τῶν ἐπί ἶσα μάχη τέτατο πτόλεμός τε,SDDDDA,0.10136313590465201
9351,iliad,15,414,ἄλλοι δ ἀμφ ἄλλῃσι μάχην ἐμάχοντο νέεσσιν,SSDDDA,0.31028314129193013
9352,iliad,15,415,Ἕκτωρ δ ἄντ Αἴαντος ἐείσατο κυδαλίμοιο,SSDDDA,0.10288476851099308
9353,iliad,15,416,τώ δέ μιῆς περί νηός ἔχον πόνον οὐδέ δύναντο,DDDDDA,0.06668131325962089
9354,iliad,15,417,οὔθ ὅ τόν ἐξελάσαι καί ἐνιπρῆσαι πυρί νῆα,DDDSDA,0.029388489024245366
9355,iliad,15,418,οὔθ ὅ τόν ἄψ ὤσασθαι ἐπεί ῥ ἐπέλασσέ γε δαίμων,DSDDDA,0.11015564626946327
9356,iliad,15,419,ἔνθ υἷα Κλυτίοιο Καλήτορα φαίδιμος Αἴας,SDDDDA,0.2805613793981265
9357,iliad,15,420,πῦρ ἐς νῆα φέροντα κατά στῆθος βάλε δουρί,SDDSDA,0.09731822492601784
9358,iliad,15,421,δούπησεν δέ πεσών δαλός δέ οἱ ἔκπεσε χειρός,SDSDDA,0.8414297882993039
9359,iliad,15,422,Ἕκτωρ δ ὡς ἐνόησεν ἀνεψιόν ὀφθαλμοῖσιν,SDDDSA,0.3969478315596286
9360,iliad,15,423,ἐν κονίῃσι πεσόντα νεός προπάροιθε μελαίνης,DDDDDA,0.1493865857901988
9361,iliad,15,424,Τρωσί τε καί Λυκίοισιν ἐκέκλετο μακρόν ἀΰσας,DDDDDA,1.5795779365793927
9362,iliad,15,425,Τρῶες καί Λύκιοι καί Δάρδανοι ἀγχιμαχηταί,SDSDDA,0.5914216041862316
9363,iliad,15,426,μή δή πω χάζεσθε μάχης ἐν στείνεϊ τῷδε,SSDSDA,0.06284116795805594
9364,iliad,15,427,ἀλλ υἷα Κλυτίοιο σαώσατε μή μιν Ἀχαιοί,SDDDDA,0.10610407428192814
9365,iliad,15,428,τεύχεα συλήσωσι νεῶν ἐν ἀγῶνι πεσόντα,DSDDDA,0.31052880854149306
9366,iliad,15,429,ὥς εἰπών Αἴαντος ἀκόντισε δουρί φαεινῷ,SSDDDA,1.4284815044450179
9367,iliad,15,430,τοῦ μέν ἅμαρθ ὅ δ ἔπειτα Λυκόφρονα Μάστορος υἱόν,DDDDDA,0.39051185743634986
9368,iliad,15,431,Αἴαντος θεράποντα Κυθήριον ὅς ῥα παρ αὐτῷ,SDDDDA,0.11220052528215468
9369,iliad,15,432,ναῖ ἐπεί ἄνδρα κατέκτα Κυθήροισι ζαθέοισι,DDDSDA,0.14523943926239813
9370,iliad,15,433,τόν ῥ ἔβαλεν κεφαλήν ὑπέρ οὔατος ὀξέϊ χαλκῷ,DDDDDA,0.1571315191352344
9371,iliad,15,434,ἑσταότ ἄγχ Αἴαντος ὅ δ ὕπτιος ἐν κονίῃσι,DSDDDA,0.3711432693892635
9372,iliad,15,435,νηός ἄπο πρυμνῆς χαμάδις πέσε λύντο δέ γυῖα,DSDDDA,0.14597929852141628
9373,iliad,15,436,Αἴας δ ἐρρίγησε κασίγνητον δέ προσηύδα,SSDSDA,0.16396859341810055
9374,iliad,15,437,Τεῦκρε πέπον δή νῶϊν ἀπέκτατο πιστός ἑταῖρος,DSDDDA,0.09010688602176198
9375,iliad,15,438,Μαστορίδης ὅν νῶϊ Κυθηρόθεν ἔνδον ἐόντα,DSDDDA,0.11090629228492443
9376,iliad,15,439,ἶσα φίλοισι τοκεῦσιν ἐτίομεν ἐν μεγάροισι,DDDDDA,0.2857587032067169
9377,iliad,15,440,τόν δ Ἕκτωρ μεγάθυμος ἀπέκτανε ποῦ νύ τοι ἰοί,SDDDDA,0.23670155857955008
9378,iliad,15,441,ὠκύμοροι καί τόξον ὅ τοι πόρε Φοῖβος Ἀπόλλων,DSDDDA,0.08181431440184374
9379,iliad,15,442,ὥς φάθ ὅ δέ ξυνέηκε θέων δέ οἱ ἄγχι παρέστη,DDDDDA,0.3859450979701571
9380,iliad,15,443,τόξον ἔχων ἐν χειρί παλίντονον ἠδέ φαρέτρην,DSDDDA,0.3034842911366724
9381,iliad,15,444,ἰοδόκον μάλα δ ὦκα βέλεα Τρώεσσιν ἐφίει,DDDSDA,0.1148251212461961
9382,iliad,15,445,καί ῥ ἔβαλε Κλεῖτον Πεισήνορος ἀγλαόν υἱόν,DSSDDA,0.5798506178047752
9383,iliad,15,446,Πουλυδάμαντος ἑταῖρον ἀγαυοῦ Πανθοΐδαο,DDDSDA,0.10927718419004652
9384,iliad,15,447,ἡνία χερσίν ἔχοντα ὅ μέν πεπόνητο καθ ἵππους,DDDDDA,0.08140209031100357
9385,iliad,15,448,τῇ γάρ ἔχ ᾗ ῥα πολύ πλεῖσται κλονέοντο φάλαγγες,DDSDDA,0.07566589468878979
9386,iliad,15,449,Ἕκτορι καί Τρώεσσι χαριζόμενος τάχα δ αὐτῷ,DSDDDA,0.09469272684768615
9387,iliad,15,450,ἦλθε κακόν τό οἱ οὔ τις ἐρύκακεν ἱεμένων περ,DDDDDA,0.17248981477047823
9388,iliad,15,451,αὐχένι γάρ οἱ ὄπισθε πολύστονος ἔμπεσεν ἰός,DDDDDA,0.1844073132777788
9389,iliad,15,452,ἤριπε δ ἐξ ὀχέων ὑπερώησαν δέ οἱ ἵπποι,DDDSDA,1.3417509937438312
9390,iliad,15,453,κείν ὄχεα κροτέοντες ἄναξ δ ἐνόησε τάχιστα,DDDDDA,0.059005303816443484
9391,iliad,15,454,Πουλυδάμας καί πρῶτος ἐναντίος ἤλυθεν ἵππων,DSDDDA,0.03241568741384844
9392,iliad,15,455,τούς μέν ὅ γ Ἀστυνόῳ Προτιάονος υἱέϊ δῶκε,DDDDDA,0.377000507701696
9393,iliad,15,456,πολλά δ ἐπότρυνε σχεδόν ἴσχειν εἰσορόωντα,SDDSDA,0.11709190637281261
9394,iliad,15,457,ἵππους αὐτός δ αὖτις ἰών προμάχοισιν ἐμίχθη,SSDDDA,0.31223916923175804
9395,iliad,15,458,Τεῦκρος δ ἄλλον ὀϊστόν ἐφ Ἕκτορι χαλκοκορυστῇ,SDDDDA,0.16317310949225472
9396,iliad,15,459,αἴνυτο καί κεν ἔπαυσε μάχης ἐπί νηυσίν Ἀχαιῶν,DDDDDA,0.14150903016964156
9397,iliad,15,460,εἴ μιν ἀριστεύοντα βαλών ἐξείλετο θυμόν,DSDSDA,0.07472313528369913
9398,iliad,15,461,ἀλλ οὐ λῆθε Διός πυκινόν νόον ὅς ῥ ἐφύλασσεν,SDDDDA,0.0747744487832144
9399,iliad,15,462,Ἕκτορ ἀτάρ Τεῦκρον Τελαμώνιον εὖχος ἀπηύρα,DSDDDA,0.12203688306003667
9400,iliad,15,463,ὅς οἱ ἐϋστρεφέα νευρήν ἐν ἀμύμονι τόξῳ,DDSDDA,0.07985155073956045
9401,iliad,15,464,ῥῆξ ἐπί τῷ ἐρύοντι παρεπλάγχθη δέ οἱ ἄλλῃ,DDDSDA,0.07200387568328549
9402,iliad,15,465,ἰός χαλκοβαρής τόξον δέ οἱ ἔκπεσε χειρός,SDSDDA,0.7002767135363434
9403,iliad,15,466,Τεῦκρος δ ἐρρίγησε κασίγνητον δέ προσηύδα,SSDSDA,0.1236271893210387
9404,iliad,15,467,ὤ πόποι ἦ δή πάγχυ μάχης ἐπί μήδεα κείρει,DSDDDA,0.3629848961572653
9405,iliad,15,468,δαίμων ἡμετέρης ὅ τέ μοι βιόν ἔκβαλε χειρός,SDDDDA,0.08570736776616843
9406,iliad,15,469,νευρήν δ ἐξέρρηξε νεόστροφον ἥν ἐνέδησα,SSDDDA,0.056068736486171514
9407,iliad,15,470,πρώϊον ὄφρ ἀνέχοιτο θαμά θρῴσκοντας ὀϊστούς,DDDSDA,0.25868309792778926
9408,iliad,15,471,τόν δ ἠμείβετ ἔπειτα μέγας Τελαμώνιος Αἴας,SDDDDA,7.4622719667417945
9409,iliad,15,472,ὦ πέπον ἀλλά βιόν μέν ἔα καί ταρφέας ἰούς,DDDSDA,0.037171789849713144
9410,iliad,15,473,κεῖσθαι ἐπεί συνέχευε θεός Δαναοῖσι μεγήρας,DDDDDA,0.055468082331321784
9411,iliad,15,474,αὐτάρ χερσίν ἑλών δολιχόν δόρυ καί σάκος ὤμῳ,SDDDDA,0.07371902651011379
9412,iliad,15,475,μάρναό τε Τρώεσσι καί ἄλλους ὄρνυθι λαούς,DSDSDA,0.07204500183027976
9413,iliad,15,476,μή μάν ἀσπουδί γε δαμασσάμενοί περ ἕλοιεν,SSDDDA,0.09946427798886495
9414,iliad,15,477,νῆας ἐϋσσέλμους ἀλλά μνησώμεθα χάρμης,DSSSDA,0.30686042448685935
9415,iliad,15,478,ὥς φάθ ὅ δέ τόξον μέν ἐνί κλισίῃσιν ἔθηκεν,DSDDDA,0.20026888462921597
9416,iliad,15,479,αὐτάρ ὅ γ ἀμφ ὤμοισι σάκος θέτο τετραθέλυμνον,DSDDDA,0.9142605993105056
9417,iliad,15,480,κρατί δ ἐπ ἰφθίμῳ κυνέην εὔτυκτον ἔθηκεν,DSDSDA,0.9032984737346395
9418,iliad,15,481,ἵππουριν δεινόν δέ λόφος καθύπερθεν ἔνευεν,SSDDDA,0.8310865884103119
9419,iliad,15,482,εἵλετο δ ἄλκιμον ἔγχος ἀκαχμένον ὀξέϊ χαλκῷ,DDDDDA,1.2842946500705146
9420,iliad,15,483,βῆ δ ἰέναι μάλα δ ὦκα θέων Αἴαντι παρέστη,DDDSDA,0.24555569466967844
9421,iliad,15,484,Ἕκτωρ δ ὡς εἶδεν Τεύκρου βλαφθέντα βέλεμνα,SSSSDA,0.6831841145842469
9422,iliad,15,485,Τρωσί τε καί Λυκίοισιν ἐκέκλετο μακρόν ἀΰσας,DDDDDA,1.5795779365793927
9423,iliad,15,486,Τρῶες καί Λύκιοι καί Δάρδανοι ἀγχιμαχηταί,SDSDDA,0.5914216041862316
9424,iliad,15,487,ἀνέρες ἔστε φίλοι μνήσασθε δέ θούριδος ἀλκῆς,DDSDDA,1.7116056448028691
9425,iliad,15,488,νῆας ἀνά γλαφυράς δή γάρ ἴδον ὀφθαλμοῖσιν,DDSDSA,0.11706214932013798
9426,iliad,15,489,ἀνδρός ἀριστῆος Διόθεν βλαφθέντα βέλεμνα,DSDSDA,0.611336028803114
9427,iliad,15,490,ῥεῖα δ ἀρίγνωτος Διός ἀνδράσι γίγνεται ἀλκή,DSDDDA,0.05026829625642457
9428,iliad,15,491,ἠμέν ὁτέοισιν κῦδος ὑπέρτερον ἐγγυαλίξῃ,DSDDDA,0.23445944187691228
9429,iliad,15,492,ἠδ ὅτινας μινύθῃ τε καί οὐκ ἐθέλῃσιν ἀμύνειν,DDDDDA,0.23342852541639617
9430,iliad,15,493,ὡς νῦν Ἀργείων μινύθει μένος ἄμμι δ ἀρήγει,SSDDDA,0.030393471131972473
9431,iliad,15,494,ἀλλά μάχεσθ ἐπί νηυσίν ἀολλέες ὅς δέ κεν ὑμέων,DDDDDA,0.08023801022220645
9432,iliad,15,495,βλήμενος ἠέ τυπείς θάνατον καί πότμον ἐπίσπῃ,DDDSDA,0.1784397224758496
9433,iliad,15,496,τεθνάτω οὔ οἱ ἀεικές ἀμυνομένῳ περί πάτρης,DDDDDA,0.11728214766320823
9434,iliad,15,497,τεθνάμεν ἀλλ ἄλοχός τε σόη καί παῖδες ὀπίσσω,DDDSDA,0.01975246850951167
9435,iliad,15,498,καί οἶκος καί κλῆρος ἀκήρατος εἴ κεν Ἀχαιοί,SSDDDA,0.042236863570051755
9436,iliad,15,499,οἴχωνται σύν νηυσί φίλην ἐς πατρίδα γαῖαν,SSDSDA,3.0364726033571485
9437,iliad,15,500,ὥς εἰπών ὄτρυνε μένος καί θυμόν ἑκάστου,SSDSDA,1.998743597370253
9438,iliad,15,501,Αἴας δ αὖθ ἑτέρωθεν ἐκέκλετο οἷς ἑτάροισιν,SDDDDA,0.5235313068767083
9439,iliad,15,502,αἰδώς Ἀργεῖοι νῦν ἄρκιον ἤ ἀπολέσθαι,SSSDDA,0.10817058027973595
9440,iliad,15,503,ἠέ σαωθῆναι καί ἀπώσασθαι κακά νηῶν,DSDSDA,0.022407279056631323
9441,iliad,15,504,ἦ ἔλπεσθ ἤν νῆας ἕλῃ κορυθαίολος Ἕκτωρ,SSDDDA,0.2502967134683422
9442,iliad,15,505,ἐμβαδόν ἵξεσθαι ἥν πατρίδα γαῖαν ἕκαστος,DSSDDA,0.4043022357091233
9443,iliad,15,506,ἦ οὐκ ὀτρύνοντος ἀκούετε λαόν ἅπαντα,SSDDDA,0.08472433367237119
9444,iliad,15,507,Ἕκτορος ὅς δή νῆας ἐνιπρῆσαι μενεαίνει,DSDSDA,0.14503943007698417
9445,iliad,15,508,οὐ μάν ἔς γε χορόν κέλετ ἐλθέμεν ἀλλά μάχεσθαι,SDDDDA,0.09220621382432745
9446,iliad,15,509,ἡμῖν δ οὔ τις τοῦδε νόος καί μῆτις ἀμείνων,SSDSDA,0.14337839707570602
9447,iliad,15,510,ἤ αὐτοσχεδίῃ μῖξαι χεῖράς τε μένος τε,SDSSDA,0.16774311072967651
9448,iliad,15,511,βέλτερον ἤ ἀπολέσθαι ἕνα χρόνον ἠέ βιῶναι,DDDDDA,0.06019462305355883
9449,iliad,15,512,ἤ δηθά στρεύγεσθαι ἐν αἰνῇ δηϊοτῆτι,SSDSDA,0.33315553338475384
9450,iliad,15,513,ὧδ αὔτως παρά νηυσίν ὑπ ἀνδράσι χειροτέροισιν,SDDDDA,0.06790788039137004
9451,iliad,15,514,ὥς εἰπών ὄτρυνε μένος καί θυμόν ἑκάστου,SSDSDA,1.998743597370253
9452,iliad,15,515,ἔνθ Ἕκτωρ μέν ἕλε Σχεδίον Περιμήδεος υἱόν,SDDDDA,0.09142283018288157
9453,iliad,15,516,ἀρχόν Φωκήων Αἴας δ ἕλε Λαοδάμαντα,SSSDDA,0.17807787360379898
9454,iliad,15,517,ἡγεμόνα πρυλέων Ἀντήνορος ἀγλαόν υἱόν,DDSDDA,0.37461375872125635
9455,iliad,15,518,Πουλυδάμας δ Ὦτον Κυλλήνιον ἐξενάριξε,DSSDDA,0.09797739509141241
9456,iliad,15,519,Φυλεΐδεω ἕταρον μεγαθύμων ἀρχόν Ἐπειῶν,DDDSDA,0.1658567985177769
9457,iliad,15,520,τῷ δέ Μέγης ἐπόρουσεν ἰδών ὅ δ ὕπαιθα λιάσθη,DDDDDA,0.11971329791658743
9458,iliad,15,521,Πουλυδάμας καί τοῦ μέν ἀπήμβροτεν οὐ γάρ Ἀπόλλων,DSDDDA,0.14000851359606398
9459,iliad,15,522,εἴα Πάνθου υἱόν ἐνί προμάχοισι δαμῆναι,SSDDDA,0.08685404115357585
9460,iliad,15,523,αὐτάρ ὅ γε Κροίσμου στῆθος μέσον οὔτασε δουρί,DSSDDA,0.8452574043576736
9461,iliad,15,524,δούπησεν δέ πεσών ὅ δ ἀπ ὤμων τεύχε ἐσύλα,SDDSDA,1.2994520152718667
9462,iliad,15,525,τόφρα δέ τῷ ἐπόρουσε Δόλοψ αἰχμῆς ἐΰ εἰδώς,DDDSDA,0.17339023641289739
9463,iliad,15,526,Λαμπετίδης ὅν Λάμπος ἐγείνατο φέρτατον υἱόν,DSDDDA,0.1341456342324824
9464,iliad,15,527,Λαομεδοντιάδης εὖ εἰδότα θούριδος ἀλκῆς,DDSDDA,0.3209657466391883
9465,iliad,15,528,ὅς τότε Φυλεΐδαο μέσον σάκος οὔτασε δουρί,DDDDDA,0.2910280125614087
9466,iliad,15,529,ἐγγύθεν ὁρμηθείς πυκινός δέ οἱ ἤρκεσε θώρηξ,DSDDDA,0.38209137088923373
9467,iliad,15,530,τόν ῥ ἐφόρει γυάλοισιν ἀρηρότα τόν ποτε Φυλεύς,DDDDDA,0.13329656144108354
9468,iliad,15,531,ἤγαγεν ἐξ Ἐφύρης ποταμοῦ ἄπο Σελλήεντος,DDDDSA,0.416717055528476
9469,iliad,15,532,ξεῖνος γάρ οἱ ἔδωκεν ἄναξ ἀνδρῶν Εὐφήτης,SDDSSA,0.19118555662388936
9470,iliad,15,533,ἐς πόλεμον φορέειν δηΐων ἀνδρῶν ἀλεωρήν,NNNNNN,0.18271049826312735
9471,iliad,15,534,ὅς οἱ καί τότε παιδός ἀπό χροός ἤρκεσ ὄλεθρον,SDDDDA,0.13819755209986048
9472,iliad,15,535,τοῦ δέ Μέγης κόρυθος χαλκήρεος ἱπποδασείης,DDSDDA,0.15039792591763046
9473,iliad,15,536,κύμβαχον ἀκρότατον νύξ ἔγχεϊ ὀξυόεντι,DDSDDA,0.3108843171349248
