,set_size,lines,times_repeated,text,book,line
1011,2,καί μοι τοῦτ ἀγόρευσον ἐτήτυμον ὄφρ ἐΰ εἰδῶ/τίς πόθεν εἶς ἀνδρῶν πόθι τοι πόλις ἠδέ τοκῆες,2,odyssey,24,297
1012,2,ἤγαγον εἰς Ἰθάκην τίνες ἔμμεναι εὐχετόωντο/οὐ μέν γάρ τί σε πεζόν ὀΐομαι ἐνθάδ ἱκέσθαι,2,odyssey,14,189
1013,2,ἤγαγον εἰς Ἰθάκην τίνες ἔμμεναι εὐχετόωντο/οὐ μέν γάρ τί σε πεζόν ὀΐομαι ἐνθάδ ἱκέσθαι,2,odyssey,16,222
1014,2,στῆσα δ ἐν Αἰγύπτῳ ποταμῷ νέας ἀμφιελίσσας/ἔνθ ἦ τοι μέν ἐγώ κελόμην ἐρίηρας ἑταίρους,2,odyssey,14,258
1015,2,στῆσα δ ἐν Αἰγύπτῳ ποταμῷ νέας ἀμφιελίσσας/ἔνθ ἦ τοι μέν ἐγώ κελόμην ἐρίηρας ἑταίρους,2,odyssey,17,427
1016,2,ἔνθ ἦ τοι μέν ἐγώ κελόμην ἐρίηρας ἑταίρους/αὐτοῦ πάρ νήεσσι μένειν καί νῆας ἔρυσθαι,2,odyssey,14,259
1017,2,ἔνθ ἦ τοι μέν ἐγώ κελόμην ἐρίηρας ἑταίρους/αὐτοῦ πάρ νήεσσι μένειν καί νῆας ἔρυσθαι,2,odyssey,17,428
1018,2,αὐτοῦ πάρ νήεσσι μένειν καί νῆας ἔρυσθαι/ὀπτῆρας δέ κατά σκοπιάς ὤτρυνα νέεσθαι,2,odyssey,14,260
1019,2,αὐτοῦ πάρ νήεσσι μένειν καί νῆας ἔρυσθαι/ὀπτῆρας δέ κατά σκοπιάς ὤτρυνα νέεσθαι,2,odyssey,17,429
1020,2,ὀπτῆρας δέ κατά σκοπιάς ὤτρυνα νέεσθαι/οἱ δ ὕβρει εἴξαντες ἐπισπόμενοι μένεϊ σφῷ,2,odyssey,14,261
1021,2,ὀπτῆρας δέ κατά σκοπιάς ὤτρυνα νέεσθαι/οἱ δ ὕβρει εἴξαντες ἐπισπόμενοι μένεϊ σφῷ,2,odyssey,17,430
1022,2,οἱ δ ὕβρει εἴξαντες ἐπισπόμενοι μένεϊ σφῷ/αἶψα μάλ Αἰγυπτίων ἀνδρῶν περικαλλέας ἀγρούς,2,odyssey,14,262
1023,2,οἱ δ ὕβρει εἴξαντες ἐπισπόμενοι μένεϊ σφῷ/αἶψα μάλ Αἰγυπτίων ἀνδρῶν περικαλλέας ἀγρούς,2,odyssey,17,431
1024,2,αἶψα μάλ Αἰγυπτίων ἀνδρῶν περικαλλέας ἀγρούς/πόρθεον ἐκ δέ γυναῖκας ἄγον καί νήπια τέκνα,2,odyssey,14,263
1025,2,αἶψα μάλ Αἰγυπτίων ἀνδρῶν περικαλλέας ἀγρούς/πόρθεον ἐκ δέ γυναῖκας ἄγον καί νήπια τέκνα,2,odyssey,17,432
1026,2,πόρθεον ἐκ δέ γυναῖκας ἄγον καί νήπια τέκνα/αὐτούς τ ἔκτεινον τάχα δ ἐς πόλιν ἵκετ ἀϋτή,2,odyssey,14,264
1027,2,πόρθεον ἐκ δέ γυναῖκας ἄγον καί νήπια τέκνα/αὐτούς τ ἔκτεινον τάχα δ ἐς πόλιν ἵκετ ἀϋτή,2,odyssey,17,433
1028,2,αὐτούς τ ἔκτεινον τάχα δ ἐς πόλιν ἵκετ ἀϋτή/οἱ δέ βοῆς ἀΐοντες ἅμ ἠοῖ φαινομένηφιν,2,odyssey,14,265
1029,2,αὐτούς τ ἔκτεινον τάχα δ ἐς πόλιν ἵκετ ἀϋτή/οἱ δέ βοῆς ἀΐοντες ἅμ ἠοῖ φαινομένηφιν,2,odyssey,17,434
1030,2,οἱ δέ βοῆς ἀΐοντες ἅμ ἠοῖ φαινομένηφιν/ἦλθον πλῆτο δέ πᾶν πεδίον πεζῶν τε καί ἵππων,2,odyssey,14,266
1031,2,οἱ δέ βοῆς ἀΐοντες ἅμ ἠοῖ φαινομένηφιν/ἦλθον πλῆτο δέ πᾶν πεδίον πεζῶν τε καί ἵππων,2,odyssey,17,435
1032,2,ἦλθον πλῆτο δέ πᾶν πεδίον πεζῶν τε καί ἵππων/χαλκοῦ τε στεροπῆς ἐν δέ Ζεύς τερπικέραυνος,2,odyssey,14,267
1033,2,ἦλθον πλῆτο δέ πᾶν πεδίον πεζῶν τε καί ἵππων/χαλκοῦ τε στεροπῆς ἐν δέ Ζεύς τερπικέραυνος,2,odyssey,17,436
1034,2,χαλκοῦ τε στεροπῆς ἐν δέ Ζεύς τερπικέραυνος/φύζαν ἐμοῖς ἑτάροισι κακήν βάλεν οὐδέ τις ἔτλη,2,odyssey,14,268
1035,2,χαλκοῦ τε στεροπῆς ἐν δέ Ζεύς τερπικέραυνος/φύζαν ἐμοῖς ἑτάροισι κακήν βάλεν οὐδέ τις ἔτλη,2,odyssey,17,437
1036,2,ἔνθ ἡμέων πολλούς μέν ἀπέκτανον ὀξέϊ χαλκῷ/τούς δ ἄναγον ζωούς σφίσιν ἐργάζεσθαι ἀνάγκῃ,2,odyssey,14,271
1037,2,ἔνθ ἡμέων πολλούς μέν ἀπέκτανον ὀξέϊ χαλκῷ/τούς δ ἄναγον ζωούς σφίσιν ἐργάζεσθαι ἀνάγκῃ,2,odyssey,17,440
1038,2,τόν δ ἐς Δωδώνην φάτο βήμεναι ὄφρα θεοῖο/ἐκ δρυός ὑψικόμοιο Διός βουλήν ἐπακούσαι,2,odyssey,14,327
1039,2,τόν δ ἐς Δωδώνην φάτο βήμεναι ὄφρα θεοῖο/ἐκ δρυός ὑψικόμοιο Διός βουλήν ἐπακούσαι,2,odyssey,19,296
1040,2,νῆα κατειρύσθαι καί ἐπαρτέας ἔμμεν ἑταίρους/οἵ δή μιν πέμψουσι φίλην ἐς πατρίδα γαῖαν,2,odyssey,14,332
1041,2,νῆα κατειρύσθαι καί ἐπαρτέας ἔμμεν ἑταίρους/οἵ δή μιν πέμψουσι φίλην ἐς πατρίδα γαῖαν,2,odyssey,19,289
1042,2,οἵ δή μιν πέμψουσι φίλην ἐς πατρίδα γαῖαν/ἀλλ ἐμέ πρίν ἀπέπεμψε τύχησε γάρ ἐρχομένη νηῦς,2,odyssey,14,333
1043,2,οἵ δή μιν πέμψουσι φίλην ἐς πατρίδα γαῖαν/ἀλλ ἐμέ πρίν ἀπέπεμψε τύχησε γάρ ἐρχομένη νηῦς,2,odyssey,19,290
1044,2,ἀλλ ἐμέ πρίν ἀπέπεμψε τύχησε γάρ ἐρχομένη νηῦς/ἀνδρῶν Θεσπρωτῶν ἐς Δουλίχιον πολύπυρον,2,odyssey,14,334
1045,2,ἀλλ ἐμέ πρίν ἀπέπεμψε τύχησε γάρ ἐρχομένη νηῦς/ἀνδρῶν Θεσπρωτῶν ἐς Δουλίχιον πολύπυρον,2,odyssey,19,291
1046,2,τόν δ αὖ Τηλέμαχος πεπνυμένος ἀντίον ηὔδα/τοιγάρ ἐγώ τοι ξεῖνε μάλ ἀτρεκέως ἀγορεύσω,2,odyssey,15,265
1047,2,τόν δ αὖ Τηλέμαχος πεπνυμένος ἀντίον ηὔδα/τοιγάρ ἐγώ τοι ξεῖνε μάλ ἀτρεκέως ἀγορεύσω,2,odyssey,16,111
1048,2,αἴ γάρ τοῦτο ξεῖνε ἔπος τετελεσμένον εἴη/τῷ κε τάχα γνοίης φιλότητά τε πολλά τε δῶρα,3,odyssey,15,536
1049,2,αἴ γάρ τοῦτο ξεῖνε ἔπος τετελεσμένον εἴη/τῷ κε τάχα γνοίης φιλότητά τε πολλά τε δῶρα,3,odyssey,17,163
1050,2,αἴ γάρ τοῦτο ξεῖνε ἔπος τετελεσμένον εἴη/τῷ κε τάχα γνοίης φιλότητά τε πολλά τε δῶρα,3,odyssey,19,309
1051,2,τῷ κε τάχα γνοίης φιλότητά τε πολλά τε δῶρα/ἐξ ἐμεῦ ὡς ἄν τίς σε συναντόμενος μακαρίζοι,3,odyssey,15,537
1052,2,τῷ κε τάχα γνοίης φιλότητά τε πολλά τε δῶρα/ἐξ ἐμεῦ ὡς ἄν τίς σε συναντόμενος μακαρίζοι,3,odyssey,17,164
1053,2,τῷ κε τάχα γνοίης φιλότητά τε πολλά τε δῶρα/ἐξ ἐμεῦ ὡς ἄν τίς σε συναντόμενος μακαρίζοι,3,odyssey,19,310
1054,2,ἦλθες Τηλέμαχε γλυκερόν φάος οὔ σ ἔτ ἐγώ γε/ὄψεσθαι ἐφάμην ἐπεί ᾤχεο νηΐ Πύλονδε,2,odyssey,16,23
1055,2,ἦλθες Τηλέμαχε γλυκερόν φάος οὔ σ ἔτ ἐγώ γε/ὄψεσθαι ἐφάμην ἐπεί ᾤχεο νηΐ Πύλονδε,2,odyssey,17,41
1056,2,τεθνάμεν ἤ τάδε γ αἰέν ἀεικέα ἔργ ὁράασθαι/ξείνους τε στυφελιζομένους δμῳάς τε γυναῖκας,2,odyssey,16,106
1057,2,τεθνάμεν ἤ τάδε γ αἰέν ἀεικέα ἔργ ὁράασθαι/ξείνους τε στυφελιζομένους δμῳάς τε γυναῖκας,2,odyssey,20,317
1058,2,ξείνους τε στυφελιζομένους δμῳάς τε γυναῖκας/ῥυστάζοντας ἀεικελίως κατά δώματα καλά,2,odyssey,16,107
1059,2,ξείνους τε στυφελιζομένους δμῳάς τε γυναῖκας/ῥυστάζοντας ἀεικελίως κατά δώματα καλά,2,odyssey,20,318
1060,2,πάντα μάλ αὐτάρ μνηστῆρας μαλακοῖς ἐπέεσσι/παρφάσθαι ὅτε κέν σε μεταλλῶσιν ποθέοντες,2,odyssey,16,285
1061,2,πάντα μάλ αὐτάρ μνηστῆρας μαλακοῖς ἐπέεσσι/παρφάσθαι ὅτε κέν σε μεταλλῶσιν ποθέοντες,2,odyssey,19,5
1062,2,παρφάσθαι ὅτε κέν σε μεταλλῶσιν ποθέοντες/ἐκ καπνοῦ κατέθηκ ἐπεί οὐκέτι τοῖσιν ἐῴκει,2,odyssey,16,286
1063,2,παρφάσθαι ὅτε κέν σε μεταλλῶσιν ποθέοντες/ἐκ καπνοῦ κατέθηκ ἐπεί οὐκέτι τοῖσιν ἐῴκει,2,odyssey,19,6
1064,2,ἐκ καπνοῦ κατέθηκ ἐπεί οὐκέτι τοῖσιν ἐῴκει/οἷά ποτε Τροίηνδε κιών κατέλειπεν Ὀδυσσεύς,2,odyssey,16,287
1065,2,ἐκ καπνοῦ κατέθηκ ἐπεί οὐκέτι τοῖσιν ἐῴκει/οἷά ποτε Τροίηνδε κιών κατέλειπεν Ὀδυσσεύς,2,odyssey,19,7
1066,2,οἷά ποτε Τροίηνδε κιών κατέλειπεν Ὀδυσσεύς/ἀλλά κατῄκισται ὅσσον πυρός ἵκετ ἀϋτμή,2,odyssey,16,288
1067,2,οἷά ποτε Τροίηνδε κιών κατέλειπεν Ὀδυσσεύς/ἀλλά κατῄκισται ὅσσον πυρός ἵκετ ἀϋτμή,2,odyssey,19,8
1068,2,μή πως οἰνωθέντες ἔριν στήσαντες ἐν ὑμῖν/ἀλλήλους τρώσητε καταισχύνητέ τε δαῖτα,2,odyssey,16,291
1069,2,μή πως οἰνωθέντες ἔριν στήσαντες ἐν ὑμῖν/ἀλλήλους τρώσητε καταισχύνητέ τε δαῖτα,2,odyssey,19,11
1070,2,ἀλλήλους τρώσητε καταισχύνητέ τε δαῖτα/καί μνηστύν αὐτός γάρ ἐφέλκεται ἄνδρα σίδηρος,2,odyssey,16,292
1071,2,ἀλλήλους τρώσητε καταισχύνητέ τε δαῖτα/καί μνηστύν αὐτός γάρ ἐφέλκεται ἄνδρα σίδηρος,2,odyssey,19,12
1072,2,μνάσθω ἐέδνοισιν διζήμενος ἡ δέ κ ἔπειτα/γήμαιθ ὅς κε πλεῖστα πόροι καί μόρσιμος ἔλθοι,2,odyssey,16,390
1073,2,μνάσθω ἐέδνοισιν διζήμενος ἡ δέ κ ἔπειτα/γήμαιθ ὅς κε πλεῖστα πόροι καί μόρσιμος ἔλθοι,2,odyssey,21,161
1074,2,τοῖσιν δ Ἀμφίνομος ἀγορήσατο καί μετέειπε/Νίσου φαίδιμος υἱός Ἀρητιάδαο ἄνακτος,2,odyssey,16,393
1075,2,τοῖσιν δ Ἀμφίνομος ἀγορήσατο καί μετέειπε/Νίσου φαίδιμος υἱός Ἀρητιάδαο ἄνακτος,2,odyssey,18,412
1076,2,τήν δ αὖτ Εὐρύμαχος Πολύβου πάϊς ἀντίον ηὔδα/κούρη Ἰκαρίοιο περίφρον Πηνελόπεια,2,odyssey,16,433
1077,2,τήν δ αὖτ Εὐρύμαχος Πολύβου πάϊς ἀντίον ηὔδα/κούρη Ἰκαρίοιο περίφρον Πηνελόπεια,2,odyssey,21,320
1078,2,ἡ δ ἴεν ἐκ θαλάμοιο περίφρων Πηνελόπεια/Ἀρτέμιδι ἰκέλη ἠέ χρυσέῃ Ἀφροδίτῃ,2,odyssey,17,36
1079,2,ἡ δ ἴεν ἐκ θαλάμοιο περίφρων Πηνελόπεια/Ἀρτέμιδι ἰκέλη ἠέ χρυσέῃ Ἀφροδίτῃ,2,odyssey,19,53
1080,2,αὐτάρ ἐπεί ῥ ἵκοντο δόμους εὖ ναιετάοντας/χλαίνας μέν κατέθεντο κατά κλισμούς τε θρόνους τε,2,odyssey,17,85
1081,2,αὐτάρ ἐπεί ῥ ἵκοντο δόμους εὖ ναιετάοντας/χλαίνας μέν κατέθεντο κατά κλισμούς τε θρόνους τε,2,odyssey,17,178
1082,2,λέξομαι εἰς εὐνήν ἥ μοι στονόεσσα τέτυκται/αἰεί δάκρυσ ἐμοῖσι πεφυρμένη ἐξ οὗ Ὀδυσσεύς,2,odyssey,17,102
1083,2,λέξομαι εἰς εὐνήν ἥ μοι στονόεσσα τέτυκται/αἰεί δάκρυσ ἐμοῖσι πεφυρμένη ἐξ οὗ Ὀδυσσεύς,2,odyssey,19,595
1084,2,τόν δ αὖτε προσέειπε περίφρων Πηνελόπεια/αἴ γάρ τοῦτο ξεῖνε ἔπος τετελεσμένον εἴη,2,odyssey,17,162
1085,2,τόν δ αὖτε προσέειπε περίφρων Πηνελόπεια/αἴ γάρ τοῦτο ξεῖνε ἔπος τετελεσμένον εἴη,2,odyssey,19,308
1086,2,χλαίνας μέν κατέθεντο κατά κλισμούς τε θρόνους τε/οἱ δ ἱέρευον ὄϊς μεγάλους καί πίονας αἶγας,2,odyssey,17,179
1087,2,χλαίνας μέν κατέθεντο κατά κλισμούς τε θρόνους τε/οἱ δ ἱέρευον ὄϊς μεγάλους καί πίονας αἶγας,2,odyssey,20,249
1088,2,οἱ δ ἱέρευον ὄϊς μεγάλους καί πίονας αἶγας/ἵρευον δέ σύας σιάλους καί βοῦν ἀγελαίην,2,odyssey,17,180
1089,2,οἱ δ ἱέρευον ὄϊς μεγάλους καί πίονας αἶγας/ἵρευον δέ σύας σιάλους καί βοῦν ἀγελαίην,2,odyssey,20,250
1090,2,ἦ ῥα καί ἀμφ ὤμοισιν ἀεικέα βάλλετο πήρην/πυκνά ῥωγαλέην ἐν δέ στρόφος ἦεν ἀορτήρ,2,odyssey,17,197
1091,2,ἦ ῥα καί ἀμφ ὤμοισιν ἀεικέα βάλλετο πήρην/πυκνά ῥωγαλέην ἐν δέ στρόφος ἦεν ἀορτήρ,2,odyssey,18,108
1092,2,πτωχῷ λευγαλέῳ ἐναλίγκιον ἠδέ γέροντι/σκηπτόμενον τά δέ λυγρά περί χροΐ εἵματα ἕστο,2,odyssey,17,202
1093,2,πτωχῷ λευγαλέῳ ἐναλίγκιον ἠδέ γέροντι/σκηπτόμενον τά δέ λυγρά περί χροΐ εἵματα ἕστο,2,odyssey,24,157
1094,2,καί γάρ ἐγώ ποτε οἶκον ἐν ἀνθρώποισιν ἔναιον/ὄλβιος ἀφνειόν καί πολλάκι δόσκον ἀλήτῃ,2,odyssey,17,419
1095,2,καί γάρ ἐγώ ποτε οἶκον ἐν ἀνθρώποισιν ἔναιον/ὄλβιος ἀφνειόν καί πολλάκι δόσκον ἀλήτῃ,2,odyssey,19,75
1096,2,ὄλβιος ἀφνειόν καί πολλάκι δόσκον ἀλήτῃ/τοίῳ ὁποῖος ἔοι καί ὅτευ κεχρημένος ἔλθοι,2,odyssey,17,420
1097,2,ὄλβιος ἀφνειόν καί πολλάκι δόσκον ἀλήτῃ/τοίῳ ὁποῖος ἔοι καί ὅτευ κεχρημένος ἔλθοι,2,odyssey,19,76
1098,2,τοίῳ ὁποῖος ἔοι καί ὅτευ κεχρημένος ἔλθοι/ἦσαν δέ δμῶες μάλα μυρίοι ἄλλα τε πολλά,2,odyssey,17,421
1099,2,τοίῳ ὁποῖος ἔοι καί ὅτευ κεχρημένος ἔλθοι/ἦσαν δέ δμῶες μάλα μυρίοι ἄλλα τε πολλά,2,odyssey,19,77
1100,2,ἦσαν δέ δμῶες μάλα μυρίοι ἄλλα τε πολλά/οἷσίν τ εὖ ζώουσι καί ἀφνειοί καλέονται,2,odyssey,17,422
1101,2,ἦσαν δέ δμῶες μάλα μυρίοι ἄλλα τε πολλά/οἷσίν τ εὖ ζώουσι καί ἀφνειοί καλέονται,2,odyssey,19,78
1102,2,κέκλυτέ μευ μνηστῆρες ἀγακλειτῆς βασιλείης/ὄφρ εἴπω τά με θυμός ἐνί στήθεσσι κελεύει,3,odyssey,17,468
1103,2,κέκλυτέ μευ μνηστῆρες ἀγακλειτῆς βασιλείης/ὄφρ εἴπω τά με θυμός ἐνί στήθεσσι κελεύει,3,odyssey,18,351
1104,2,κέκλυτέ μευ μνηστῆρες ἀγακλειτῆς βασιλείης/ὄφρ εἴπω τά με θυμός ἐνί στήθεσσι κελεύει,3,odyssey,21,275
1105,2,χαῖρε πάτερ ὦ ξεῖνε γένοιτό τοι ἔς περ ὀπίσσω/ὄλβος ἀτάρ μέν νῦν γε κακοῖς ἔχεαι πολέεσσι,2,odyssey,18,122
1106,2,χαῖρε πάτερ ὦ ξεῖνε γένοιτό τοι ἔς περ ὀπίσσω/ὄλβος ἀτάρ μέν νῦν γε κακοῖς ἔχεαι πολέεσσι,2,odyssey,20,199
1107,2,τῇ δ ἄρ ἐπί φρεσί θῆκε θεά γλαυκῶπις Ἀθήνη/κούρῃ Ἰκαρίοιο περίφρονι Πηνελοπείῃ,2,odyssey,18,158
1108,2,τῇ δ ἄρ ἐπί φρεσί θῆκε θεά γλαυκῶπις Ἀθήνη/κούρῃ Ἰκαρίοιο περίφρονι Πηνελοπείῃ,2,odyssey,21,1
1109,2,ὥς ἄρ ἔφη γρηΰς δέ διέκ μεγάροιο βεβήκει/ἀγγελέουσα γυναιξί καί ὀτρυνέουσα νέεσθαι,2,odyssey,18,185
1110,2,ὥς ἄρ ἔφη γρηΰς δέ διέκ μεγάροιο βεβήκει/ἀγγελέουσα γυναιξί καί ὀτρυνέουσα νέεσθαι,2,odyssey,22,433
1111,2,ὤλεσαν ἀθάνατοι ὅτε Ἴλιον εἰσανέβαινον/Ἀργεῖοι μετά τοῖσι δ ἐμός πόσις ᾖεν Ὀδυσσεύς,2,odyssey,18,252
1112,2,ὤλεσαν ἀθάνατοι ὅτε Ἴλιον εἰσανέβαινον/Ἀργεῖοι μετά τοῖσι δ ἐμός πόσις ᾖεν Ὀδυσσεύς,2,odyssey,19,125
1113,2,Ἀργεῖοι μετά τοῖσι δ ἐμός πόσις ᾖεν Ὀδυσσεύς/εἰ κεῖνός γ ἐλθών τόν ἐμόν βίον ἀμφιπολεύοι,2,odyssey,18,253
1114,2,Ἀργεῖοι μετά τοῖσι δ ἐμός πόσις ᾖεν Ὀδυσσεύς/εἰ κεῖνός γ ἐλθών τόν ἐμόν βίον ἀμφιπολεύοι,2,odyssey,19,126
1115,2,θαρσαλέως πολλοῖσι μετ ἀνδράσιν οὐδέ τι θυμῷ/ταρβεῖς ἦ ῥά σε οἶνος ἔχει φρένας ἤ νύ τοι αἰεί,2,odyssey,18,330
1116,2,θαρσαλέως πολλοῖσι μετ ἀνδράσιν οὐδέ τι θυμῷ/ταρβεῖς ἦ ῥά σε οἶνος ἔχει φρένας ἤ νύ τοι αἰεί,2,odyssey,18,390
1117,2,ταρβεῖς ἦ ῥά σε οἶνος ἔχει φρένας ἤ νύ τοι αἰεί/τοιοῦτος νόος ἐστίν ὅ καί μεταμώνια βάζεις,2,odyssey,18,331
1118,2,ταρβεῖς ἦ ῥά σε οἶνος ἔχει φρένας ἤ νύ τοι αἰεί/τοιοῦτος νόος ἐστίν ὅ καί μεταμώνια βάζεις,2,odyssey,18,391
1119,2,τοιοῦτος νόος ἐστίν ὅ καί μεταμώνια βάζεις/ἦ ἀλύεις ὅτι Ἶρον ἐνίκησας τόν ἀλήτην,2,odyssey,18,332
1120,2,τοιοῦτος νόος ἐστίν ὅ καί μεταμώνια βάζεις/ἦ ἀλύεις ὅτι Ἶρον ἐνίκησας τόν ἀλήτην,2,odyssey,18,392
1121,2,μνηστῆρας δ οὐ πάμπαν ἀγήνορας εἴα Ἀθήνη/λώβης ἴσχεσθαι θυμαλγέος ὄφρ ἔτι μᾶλλον,2,odyssey,18,346
1122,2,μνηστῆρας δ οὐ πάμπαν ἀγήνορας εἴα Ἀθήνη/λώβης ἴσχεσθαι θυμαλγέος ὄφρ ἔτι μᾶλλον,2,odyssey,20,284
1123,2,ὥς ἔφαθ οἱ δ ἄρα πάντες ὀδάξ ἐν χείλεσι φύντες/Τηλέμαχον θαύμαζον ὅ θαρσαλέως ἀγόρευε,2,odyssey,18,410
1124,2,ὥς ἔφαθ οἱ δ ἄρα πάντες ὀδάξ ἐν χείλεσι φύντες/Τηλέμαχον θαύμαζον ὅ θαρσαλέως ἀγόρευε,2,odyssey,20,268
1125,2,ὦ φίλοι οὐκ ἄν δή τις ἐπί ῥηθέντι δικαίῳ/ἀντιβίοις ἐπέεσσι καθαπτόμενος χαλεπαίνοι,2,odyssey,18,414
1126,2,ὦ φίλοι οὐκ ἄν δή τις ἐπί ῥηθέντι δικαίῳ/ἀντιβίοις ἐπέεσσι καθαπτόμενος χαλεπαίνοι,2,odyssey,20,322
1127,2,ἀντιβίοις ἐπέεσσι καθαπτόμενος χαλεπαίνοι/μήτε τι τόν ξεῖνον στυφελίζετε μήτε τιν ἄλλον,2,odyssey,18,415
1128,2,ἀντιβίοις ἐπέεσσι καθαπτόμενος χαλεπαίνοι/μήτε τι τόν ξεῖνον στυφελίζετε μήτε τιν ἄλλον,2,odyssey,20,323
1129,2,μήτε τι τόν ξεῖνον στυφελίζετε μήτε τιν ἄλλον/δμώων οἵ κατά δώματ Ὀδυσσῆος θείοιο,2,odyssey,18,416
1130,2,μήτε τι τόν ξεῖνον στυφελίζετε μήτε τιν ἄλλον/δμώων οἵ κατά δώματ Ὀδυσσῆος θείοιο,2,odyssey,20,324
1131,2,αὐτάρ ὁ ἐν μεγάρῳ ὑπελείπετο δῖος Ὀδυσσεύς/μνηστήρεσσι φόνον σύν Ἀθήνῃ μερμηρίζων,2,odyssey,19,1
1132,2,αὐτάρ ὁ ἐν μεγάρῳ ὑπελείπετο δῖος Ὀδυσσεύς/μνηστήρεσσι φόνον σύν Ἀθήνῃ μερμηρίζων,2,odyssey,19,51
1133,2,ὥς ἄρ ἐφώνησεν τῇ δ ἄπτερος ἔπλετο μῦθος/κλήϊσεν δέ θύρας μεγάρων εὖ ναιεταόντων,2,odyssey,19,29
1134,2,ὥς ἄρ ἐφώνησεν τῇ δ ἄπτερος ἔπλετο μῦθος/κλήϊσεν δέ θύρας μεγάρων εὖ ναιεταόντων,2,odyssey,21,386
1135,2,Λαέρτῃ ἥρωϊ ταφήϊον εἰς ὅτε κέν μιν/μοῖρ ὀλοή καθέλῃσι τανηλεγέος θανάτοιο,2,odyssey,19,144
1136,2,Λαέρτῃ ἥρωϊ ταφήϊον εἰς ὅτε κέν μιν/μοῖρ ὀλοή καθέλῃσι τανηλεγέος θανάτοιο,2,odyssey,24,134
1137,2,ἀλλ ὅτε τέτρατον ἦλθεν ἔτος καί ἐπήλυθον ὧραι/μηνῶν φθινόντων περί δ ἤματα πόλλ ἐτελέσθη,2,odyssey,19,152
1138,2,ἀλλ ὅτε τέτρατον ἦλθεν ἔτος καί ἐπήλυθον ὧραι/μηνῶν φθινόντων περί δ ἤματα πόλλ ἐτελέσθη,2,odyssey,24,142
1139,2,τήν δ ἀπαμειβόμενος προσέφη πολύμητις Ὀδυσσεύς/ὦ γύναι αἰδοίη Λαερτιάδεω Ὀδυσῆος,4,odyssey,19,164
1140,2,τήν δ ἀπαμειβόμενος προσέφη πολύμητις Ὀδυσσεύς/ὦ γύναι αἰδοίη Λαερτιάδεω Ὀδυσῆος,4,odyssey,19,261
1141,2,τήν δ ἀπαμειβόμενος προσέφη πολύμητις Ὀδυσσεύς/ὦ γύναι αἰδοίη Λαερτιάδεω Ὀδυσῆος,4,odyssey,19,335
1142,2,τήν δ ἀπαμειβόμενος προσέφη πολύμητις Ὀδυσσεύς/ὦ γύναι αἰδοίη Λαερτιάδεω Ὀδυσῆος,4,odyssey,19,582
1143,2,τόν μέν ἐγώ πρός δώματ ἄγων ἐΰ ἐξείνισσα/ἐνδυκέως φιλέων πολλῶν κατά οἶκον ἐόντων,2,odyssey,19,194
1144,2,τόν μέν ἐγώ πρός δώματ ἄγων ἐΰ ἐξείνισσα/ἐνδυκέως φιλέων πολλῶν κατά οἶκον ἐόντων,2,odyssey,24,271
1145,2,ὅς δέ κε ῥηΐτατ ἐντανύσῃ βιόν ἐν παλάμῃσι/καί διοϊστεύσῃ πελέκεων δυοκαίδεκα πάντων,2,odyssey,19,577
1146,2,ὅς δέ κε ῥηΐτατ ἐντανύσῃ βιόν ἐν παλάμῃσι/καί διοϊστεύσῃ πελέκεων δυοκαίδεκα πάντων,2,odyssey,21,75
1147,2,καί διοϊστεύσῃ πελέκεων δυοκαίδεκα πάντων/τῷ κεν ἅμ ἑσποίμην νοσφισσαμένη τόδε δῶμα,2,odyssey,19,578
1148,2,καί διοϊστεύσῃ πελέκεων δυοκαίδεκα πάντων/τῷ κεν ἅμ ἑσποίμην νοσφισσαμένη τόδε δῶμα,2,odyssey,21,76
1149,2,τῷ κεν ἅμ ἑσποίμην νοσφισσαμένη τόδε δῶμα/κουρίδιον μάλα καλόν ἐνίπλειον βιότοιο,2,odyssey,19,579
1150,2,τῷ κεν ἅμ ἑσποίμην νοσφισσαμένη τόδε δῶμα/κουρίδιον μάλα καλόν ἐνίπλειον βιότοιο,2,odyssey,21,77
1151,2,κουρίδιον μάλα καλόν ἐνίπλειον βιότοιο/τοῦ ποτέ μεμνήσεσθαι ὀΐομαι ἔν περ ὀνείρῳ,2,odyssey,19,580
1152,2,κουρίδιον μάλα καλόν ἐνίπλειον βιότοιο/τοῦ ποτέ μεμνήσεσθαι ὀΐομαι ἔν περ ὀνείρῳ,2,odyssey,21,78
1153,2,κλίνας κολλητῇσιν ἐϋξέστῃς σανίδεσσιν/αὐτοῦ δ ὠκύ βέλος καλῇ προσέκλινε κορώνῃ,2,odyssey,21,137
1154,2,κλίνας κολλητῇσιν ἐϋξέστῃς σανίδεσσιν/αὐτοῦ δ ὠκύ βέλος καλῇ προσέκλινε κορώνῃ,2,odyssey,21,164
1155,2,αὐτοῦ δ ὠκύ βέλος καλῇ προσέκλινε κορώνῃ/ἄψ δ αὖτις κατ ἄρ ἕζετ ἐπί θρόνου ἔνθεν ἀνέστη,2,odyssey,21,138
1156,2,αὐτοῦ δ ὠκύ βέλος καλῇ προσέκλινε κορώνῃ/ἄψ δ αὖτις κατ ἄρ ἕζετ ἐπί θρόνου ἔνθεν ἀνέστη,2,odyssey,21,165
